,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact
6223,Columbia St & Kane St,40.68763155,-74.0016256,Cocktail Bars,The Hop Shop Brooklyn,4.5,54,121 Columbia St,(718) 852-2184
6224,Columbia St & Kane St,40.68763155,-74.0016256,Tapas Bars,Mazzat,4.5,251,208 Columbia St,(718) 852-1652
6225,Columbia St & Kane St,40.68763155,-74.0016256,Mexican,Alma Restaurant,3.5,545,187 Columbia St,(718) 643-5400
6226,Columbia St & Kane St,40.68763155,-74.0016256,American (New),Boutros,4.5,197,185 Atlantic Ave,(718) 403-0055
6227,Columbia St & Kane St,40.68763155,-74.0016256,American (New),Vekslers,4.0,125,521 Hicks St,(718) 534-5498
6228,Columbia St & Kane St,40.68763155,-74.0016256,Breakfast & Brunch,Colonie,4.0,665,127 Atlantic Ave,(718) 855-7500
6229,Columbia St & Kane St,40.68763155,-74.0016256,Italian,Gersi,4.5,360,316 Court St,(347) 889-5077
6230,Columbia St & Kane St,40.68763155,-74.0016256,Cocktail Bars,Pilot,4.0,313,Pier 6 Brooklyn Bridge Park,(347) 889-5077
6231,Columbia St & Kane St,40.68763155,-74.0016256,Spanish,La Vara,4.0,421,268 Clinton St,(718) 422-0065
6232,Columbia St & Kane St,40.68763155,-74.0016256,American (New),Bar Bruno,4.0,312,520 Henry St,(347) 763-0850
6233,Columbia St & Kane St,40.68763155,-74.0016256,French,Levant on Smith,4.5,80,223 Smith St,(347) 689-3694
6234,Columbia St & Kane St,40.68763155,-74.0016256,Italian,Cafe Spaghetti,4.5,100,126 Union St,(347) 689-3694
6235,Columbia St & Kane St,40.68763155,-74.0016256,Italian,Verde on Smith,4.0,870,216 Smith St,(718) 222-1525
6236,Columbia St & Kane St,40.68763155,-74.0016256,Seafood,Petite Crevette,4.0,342,144 Union St,(718) 855-2632
6237,Columbia St & Kane St,40.68763155,-74.0016256,Wine Bars,June,4.0,209,231 Court St,(917) 909-0434
6238,Columbia St & Kane St,40.68763155,-74.0016256,Italian,Fragole Ristorante,4.5,428,394 Court St,(718) 522-7133
6239,Columbia St & Kane St,40.68763155,-74.0016256,Thai,Lemongrass Brooklyn,4.0,948,156 Court St,(718) 522-9728
6240,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Tapas Bars,Olea,4.0,996,171 Lafayette Ave,(718) 643-7003
6241,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Italian,Evelina,4.5,356,211 Dekalb Ave,(929) 298-0209
6242,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Caribbean,Imani,4.0,842,271 Adelphi St,(718) 923-0100
6243,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Mediterranean,Miss Ada,4.5,462,184 Dekalb Ave,(718) 923-0100
6244,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Japanese,1 OR 8,4.0,430,229 Dekalb Ave,(718) 384-2152
6245,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Latin American,Colonia Verde,4.0,239,219 Dekalb Ave,(347) 689-4287
6246,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Italian,Osteria Brooklyn,4.5,233,458 Myrtle Ave,(646) 750-9156
6247,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Italian,Graziella's,4.0,496,232 Vanderbilt Ave,(718) 789-5663
6248,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Vegan,Luanne's Wild Ginger,4.5,114,235 Dekalb Ave,(718) 638-8868
6249,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Vietnamese,Mekong BK,4.0,101,250 Dekalb Ave,(347) 987-3712
6250,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Italian,Roman's,3.5,269,243 DeKalb Ave,(718) 622-5300
6251,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,American (New),Walter's,4.0,630,166 DeKalb Ave,(718) 488-7800
6252,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Thai,Thai Holic,4.5,547,372 Myrtle Ave,(718) 222-9992
6253,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Italian,Aita,4.0,324,132 Greene Ave,(718) 576-3584
6254,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Gastropubs,Putnam's Pub & Cooker,4.0,506,419 Myrtle Ave,(347) 799-2382
6255,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Italian,Dino,3.5,344,222 Dekalb Ave,(718) 222-1999
6256,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Seafood,Peaches Grand,4.0,395,285 Grand Ave,(718) 638-9500
6257,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Vietnamese,5ive Spice,4.5,950,52 5th Ave,(718) 857-3483
6258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Cocktail Bars,Endswell Bar & Bistro,4.5,127,773 Fulton St,(718) 857-3483
6259,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,Thai,Glin Thai Bistro,5.0,91,330 Myrtle Ave,(347) 987-4100
6260,South St & Whitehall St,40.70122128,-74.01234218,American (Traditional),Fraunces Tavern,3.5,1111,54 Pearl St,(212) 968-1776
6261,South St & Whitehall St,40.70122128,-74.01234218,American (New),Manhatta,4.5,639,28 Liberty St,(212) 230-5788
6262,South St & Whitehall St,40.70122128,-74.01234218,Cocktail Bars,The Dead Rabbit Grocery & Grog,4.0,1891,30 Water St,(917) 540-5228
6263,South St & Whitehall St,40.70122128,-74.01234218,Italian,Antica Ristorante,4.5,561,8 Stone St,(212) 480-3880
6264,South St & Whitehall St,40.70122128,-74.01234218,Cocktail Bars,Toro Loco,4.0,450,15 Stone St,(917) 262-0444
6265,South St & Whitehall St,40.70122128,-74.01234218,American (New),Crown Shy,4.0,557,70 Pine St,(212) 517-1932
6266,South St & Whitehall St,40.70122128,-74.01234218,American (New),Broadstone Bar & Kitchen,4.0,355,88 Broad St,(646) 707-0426
6267,South St & Whitehall St,40.70122128,-74.01234218,Pizza,Adrienne's Pizzabar,4.0,1843,54 Stone St,(212) 248-3838
6268,South St & Whitehall St,40.70122128,-74.01234218,Steakhouses,Carne Mare,4.5,224,89 South St,(212) 280-4600
6269,South St & Whitehall St,40.70122128,-74.01234218,Steakhouses,Delmonico's,4.0,1087,56 Beaver St,(212) 509-1144
6270,South St & Whitehall St,40.70122128,-74.01234218,Pubs,White Horse Tavern - Financial District,4.0,418,25 Bridge St,(212) 668-9046
6271,South St & Whitehall St,40.70122128,-74.01234218,Italian,Ampia Restaurant & Rooftop,3.0,268,100 Broad St,(212) 422-4102
6272,South St & Whitehall St,40.70122128,-74.01234218,Seafood,Luke's Lobster FiDi,4.5,1260,26 S William St,(212) 747-1700
6273,South St & Whitehall St,40.70122128,-74.01234218,Mexican,Tacombi,4.0,137,74 Broad St,(917) 261-7136
6274,South St & Whitehall St,40.70122128,-74.01234218,Dim Sum,3 Times,4.0,96,38 Water St,(646) 895-9297
6275,South St & Whitehall St,40.70122128,-74.01234218,Steakhouses,Reserve Cut,4.0,329,40 Broad St,(212) 747-0300
6276,South St & Whitehall St,40.70122128,-74.01234218,Lebanese,NAYA - FiDi,4.5,185,One New York Plz,(212) 760-8888
6277,South St & Whitehall St,40.70122128,-74.01234218,Cocktail Bars,The Cauldron NYC,3.5,365,47 Stone St,(917) 635-1960
6278,South St & Whitehall St,40.70122128,-74.01234218,Gastropubs,London & Martin,5.0,17,6 Stone St,(646) 370-1330
6279,South St & Whitehall St,40.70122128,-74.01234218,Steakhouses,Harry's,4.0,812,1 Hanover Sq,(212) 785-9200
6280,MacDougal St & Washington Sq,40.73226398,-73.99852205,Pizza,Olio e Più,4.5,4762,3 Greenwich Ave,(212) 243-6546
6281,MacDougal St & Washington Sq,40.73226398,-73.99852205,French,Amélie,4.5,2915,22 W 8th St,(212) 533-2962
6282,MacDougal St & Washington Sq,40.73226398,-73.99852205,Italian,La Lanterna Di Vittorio,4.0,1658,129 MacDougal St,(917) 639-3236
6283,MacDougal St & Washington Sq,40.73226398,-73.99852205,Malaysian,Rasa,4.0,850,25 W 8th St,(212) 254-1888
6284,MacDougal St & Washington Sq,40.73226398,-73.99852205,Thai,Top Thai Greenwich,4.5,1885,235 Sullivan St,(646) 726-4418
6285,MacDougal St & Washington Sq,40.73226398,-73.99852205,French,Boucherie West Village,4.5,2266,99 7th Ave S,(212) 837-1616
6286,MacDougal St & Washington Sq,40.73226398,-73.99852205,American (New),Family Meal at Blue Hill,4.5,1081,75 Washington Pl,(212) 539-1776
6287,MacDougal St & Washington Sq,40.73226398,-73.99852205,Desserts,Loring Place,4.5,555,21 W 8th St,(212) 388-1831
6288,MacDougal St & Washington Sq,40.73226398,-73.99852205,Italian,Babbo,4.0,2604,110 Waverly Pl,(212) 777-0303
6289,MacDougal St & Washington Sq,40.73226398,-73.99852205,French,Claudette,4.0,520,24 5th Ave,(212) 868-2424
6290,MacDougal St & Washington Sq,40.73226398,-73.99852205,Szechuan,Hao Noodle - West Village,4.0,861,401 6th Ave,(212) 633-8900
6291,MacDougal St & Washington Sq,40.73226398,-73.99852205,French,Minetta Tavern,4.0,2452,113 Macdougal St,(212) 475-3850
6292,MacDougal St & Washington Sq,40.73226398,-73.99852205,American (New),Gramercy Tavern,4.5,3381,42 E 20th St,(212) 477-0777
6293,MacDougal St & Washington Sq,40.73226398,-73.99852205,Tapas Bars,Alta,4.0,2017,64 W 10th St,(212) 505-7777
6294,MacDougal St & Washington Sq,40.73226398,-73.99852205,Japanese,Llama San,4.0,300,359 6th Ave,(646) 490-4422
6295,MacDougal St & Washington Sq,40.73226398,-73.99852205,Italian,L'Artusi,4.5,2353,228 W 10th St,(212) 255-5757
6296,MacDougal St & Washington Sq,40.73226398,-73.99852205,Italian,Don Angie,4.5,761,103 Greenwich Ave,(212) 889-8884
6297,MacDougal St & Washington Sq,40.73226398,-73.99852205,Thai,Thai Villa,4.5,4776,5 E 19th St,(212) 802-9999
6298,MacDougal St & Washington Sq,40.73226398,-73.99852205,Italian,Osteria 57,4.5,330,57 W 10th St,(212) 777-0057
6299,MacDougal St & Washington Sq,40.73226398,-73.99852205,French,Frevo,4.5,85,48 W 8th St,(646) 455-0804
6300,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Thai,Sala Thai Restaurant,4.5,827,307 Amsterdam Ave,(212) 433-3999
6301,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Italian,Salumeria Rosi,4.0,588,283 Amsterdam Ave,(212) 877-4800
6302,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Japanese,Sushi Yasaka,4.0,2008,251 W 72nd St,(212) 496-8460
6303,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Mediterranean,Miriam,4.0,166,300 Amsterdam Ave,(646) 590-2659
6304,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Bakeries,"Levain Bakery - Original Location, 74th St, NYC",4.5,9638,167 W 74th St,(917) 464-3769
6305,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Tapas/Small Plates,Ella Social,4.0,681,249 Columbus Ave,(212) 579-9929
6306,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Mexican,Playa Betty’s,3.5,1001,320 Amsterdam Ave,(212) 712-0777
6307,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Thai,Thai72,4.0,374,128 W 72nd St,(212) 496-6153
6308,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,American (New),Tessa,4.0,471,349 Amsterdam Ave,(212) 390-1974
6309,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Japanese,Dark Bullet Sake & Oyster Bar,4.5,155,154 W 72nd St,(212) 235-6788
6310,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Comfort Food,Jacob's Pickles,4.0,5409,509 Amsterdam Ave,(212) 470-5566
6311,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Noodles,Simply Noodles,4.5,113,267  Amsterdam Ave,(212) 721-1000
6312,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Greek,Seven Hills Mediterranean Grill,3.5,248,158 W 72nd St,(212) 724-4700
6313,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Caribbean,Tatiana By Kwame Onwuachi,4.5,181,10 Lincoln Center Plz,(212) 875-5222
6314,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Cocktail Bars,Maison Pickle,4.5,1745,2315 Broadway,(212) 496-9100
6315,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,Breakfast & Brunch,Alice's Tea Cup,4.0,1277,102 W 73rd St,(212) 799-3006
6316,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,American (New),Cafe Luxembourg,4.0,623,200 W 70th St,(212) 873-7411
6317,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,American (New),Harvest Kitchen,4.0,364,269 Columbus Ave,(646) 870-0810
6318,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,American (New),Lilly's Cocktail and Wine,4.0,159,50 W 72nd St,(212) 799-4140
6319,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,American (New),The Smith,4.0,2136,1900 Broadway,(212) 496-5700
6320,Columbus Ave & W 72 St,40.7770575,-73.97898475,American (New),Lilly's Cocktail and Wine,4.0,159,50 W 72nd St,(212) 799-4140
6321,Columbus Ave & W 72 St,40.7770575,-73.97898475,Thai,Sala Thai Restaurant,4.5,827,307 Amsterdam Ave,(212) 433-3999
6322,Columbus Ave & W 72 St,40.7770575,-73.97898475,Tapas/Small Plates,Ella Social,4.0,681,249 Columbus Ave,(212) 579-9929
6323,Columbus Ave & W 72 St,40.7770575,-73.97898475,Italian,Felice 71- Columbus,4.0,129,240 Columbus Ave,(212) 931-1150
6324,Columbus Ave & W 72 St,40.7770575,-73.97898475,Thai,Thai72,4.0,374,128 W 72nd St,(212) 496-6153
6325,Columbus Ave & W 72 St,40.7770575,-73.97898475,Italian,Polpette 71,4.0,250,71 West 71st St,(212) 875-1512
6326,Columbus Ave & W 72 St,40.7770575,-73.97898475,Italian,Parm - New York,3.5,749,235 Columbus Ave,(212) 776-4921
6327,Columbus Ave & W 72 St,40.7770575,-73.97898475,American (New),Harvest Kitchen,4.0,364,269 Columbus Ave,(646) 870-0810
6328,Columbus Ave & W 72 St,40.7770575,-73.97898475,Caribbean,Tatiana By Kwame Onwuachi,4.5,181,10 Lincoln Center Plz,(212) 875-5222
6329,Columbus Ave & W 72 St,40.7770575,-73.97898475,Moroccan,Shalel Lounge,4.0,677,65 W 70th St,(212) 873-2300
6330,Columbus Ave & W 72 St,40.7770575,-73.97898475,American (New),The Smith,4.0,2136,1900 Broadway,(212) 496-5700
6331,Columbus Ave & W 72 St,40.7770575,-73.97898475,Japanese,Dark Bullet Sake & Oyster Bar,4.5,155,154 W 72nd St,(212) 235-6788
6332,Columbus Ave & W 72 St,40.7770575,-73.97898475,Italian,Salumeria Rosi,4.0,588,283 Amsterdam Ave,(212) 877-4800
6333,Columbus Ave & W 72 St,40.7770575,-73.97898475,Breakfast & Brunch,Alice's Tea Cup,4.0,1277,102 W 73rd St,(212) 799-3006
6334,Columbus Ave & W 72 St,40.7770575,-73.97898475,American (New),The Ribbon,3.5,513,20 W 72nd St,(212) 787-5656
6335,Columbus Ave & W 72 St,40.7770575,-73.97898475,Greek,Seven Hills Mediterranean Grill,3.5,248,158 W 72nd St,(212) 724-4700
6336,Columbus Ave & W 72 St,40.7770575,-73.97898475,Japanese,Amber,4.0,157,103 W 70th St,(212) 799-8122
6337,Columbus Ave & W 72 St,40.7770575,-73.97898475,Italian,Pomodoro Rosso,4.0,385,229 Columbus Ave,(212) 721-3009
6338,Columbus Ave & W 72 St,40.7770575,-73.97898475,Mexican,Santa Fe,3.5,219,73 W 71st St,(212) 724-0822
6339,Columbus Ave & W 72 St,40.7770575,-73.97898475,Bakeries,"Levain Bakery - Original Location, 74th St, NYC",4.5,9638,167 W 74th St,(917) 464-3769
6340,Mott St & Prince St,40.72317958,-73.99480012,Italian,Rubirosa,4.5,3130,235 Mulberry St,(212) 965-0500
6341,Mott St & Prince St,40.72317958,-73.99480012,Pizza,Prince Street Pizza,4.5,5013,27 Prince St,(212) 966-4100
6342,Mott St & Prince St,40.72317958,-73.99480012,Breakfast & Brunch,Jack's Wife Freda,4.0,2412,226 Lafayette St,(212) 510-8550
6343,Mott St & Prince St,40.72317958,-73.99480012,Cuban,Cafe Habana,4.0,3313,17 Prince St,(212) 625-2001
6344,Mott St & Prince St,40.72317958,-73.99480012,Vietnamese,5ive Spice,4.5,708,227 Mulberry St,(917) 409-2605
6345,Mott St & Prince St,40.72317958,-73.99480012,Seafood,Fish Cheeks,4.5,1376,55 Bond St,(212) 677-2223
6346,Mott St & Prince St,40.72317958,-73.99480012,Spanish,Socarrat Paella Bar - Nolita,4.0,579,284 Mulberry St,(212) 219-0101
6347,Mott St & Prince St,40.72317958,-73.99480012,Italian,Forsythia,4.5,149,9 Stanton St,(646) 590-0609
6348,Mott St & Prince St,40.72317958,-73.99480012,Breakfast & Brunch,Freemans,4.0,2216,Freeman Alley,(212) 420-0012
6349,Mott St & Prince St,40.72317958,-73.99480012,French,Balthazar,4.0,3619,80 Spring St,(212) 965-1414
6350,Mott St & Prince St,40.72317958,-73.99480012,Mediterranean,La Pecora Bianca,4.0,212,54 Prince St,(212) 380-8202
6351,Mott St & Prince St,40.72317958,-73.99480012,American (New),The Musket Room,4.0,579,265 Elizabeth St,(212) 219-0764
6352,Mott St & Prince St,40.72317958,-73.99480012,Thai,Thai Diner,4.0,718,186 Mott St,(646) 559-4140
6353,Mott St & Prince St,40.72317958,-73.99480012,Thai,Wan Wan,4.5,107,209 Mulberry St,(212) 888-6278
6354,Mott St & Prince St,40.72317958,-73.99480012,Supper Clubs,Duane Park,4.5,585,308 Bowery,(212) 732-5555
6355,Mott St & Prince St,40.72317958,-73.99480012,Sushi Bars,Momoya SoHo,4.0,187,47 Prince St,(646) 429-9315
6356,Mott St & Prince St,40.72317958,-73.99480012,Indonesian,Wayan,4.0,652,20 Spring St,(917) 261-4388
6357,Mott St & Prince St,40.72317958,-73.99480012,Italian,Peasant,4.0,788,194 Elizabeth St,(212) 965-9511
6358,Mott St & Prince St,40.72317958,-73.99480012,Italian,Emporio,4.0,883,231 Mott St,(212) 966-1234
6359,Mott St & Prince St,40.72317958,-73.99480012,Italian,Torrisi,4.5,86,275 Mulberry St,(212) 254-3000
6360,Lispenard St & Broadway,40.71939226,-74.00247214,Burgers,Au Cheval,4.5,846,33 Cortlandt Aly,(646) 350-2429
6361,Lispenard St & Broadway,40.71939226,-74.00247214,French,Le Coucou,4.0,700,138 Lafayette St,(212) 271-4252
6362,Lispenard St & Broadway,40.71939226,-74.00247214,Cajun/Creole,Filé Gumbo Bar,4.5,104,275 Church St,(646) 851-0810
6363,Lispenard St & Broadway,40.71939226,-74.00247214,Cocktail Bars,The Tyger,4.0,472,1 Howard St,(646) 355-8693
6364,Lispenard St & Broadway,40.71939226,-74.00247214,Mexican,Anejo Tribeca,4.0,663,301 Church St,(212) 920-6270
6365,Lispenard St & Broadway,40.71939226,-74.00247214,American (New),NOMO Kitchen,3.5,752,9 Crosby St,(646) 218-6400
6366,Lispenard St & Broadway,40.71939226,-74.00247214,Italian,Gelso & Grand,4.5,1442,186 Grand St,(212) 226-1600
6367,Lispenard St & Broadway,40.71939226,-74.00247214,Asian Fusion,Macao Trading Company,4.0,856,311 Church St,(212) 431-8642
6368,Lispenard St & Broadway,40.71939226,-74.00247214,Italian,Rubirosa,4.5,3130,235 Mulberry St,(212) 965-0500
6369,Lispenard St & Broadway,40.71939226,-74.00247214,Mediterranean,Antique Garage Tribeca,4.0,111,313 Church St,(212) 226-0066
6370,Lispenard St & Broadway,40.71939226,-74.00247214,Wine Bars,Tomiño Taberna Gallega,4.5,424,192 Grand St,(212) 933-4763
6371,Lispenard St & Broadway,40.71939226,-74.00247214,Seafood,Fish Cheeks,4.5,1376,55 Bond St,(212) 677-2223
6372,Lispenard St & Broadway,40.71939226,-74.00247214,Italian,Da Gennaro,4.0,1284,129 Mulberry St,(212) 431-3934
6373,Lispenard St & Broadway,40.71939226,-74.00247214,American (New),Atera,4.5,331,77 Worth St,(212) 226-1444
6374,Lispenard St & Broadway,40.71939226,-74.00247214,French,La Sirene,4.5,1710,558 Broome St,(212) 925-3061
6375,Lispenard St & Broadway,40.71939226,-74.00247214,American (New),Marc Forgione,4.5,1006,134 Reade St,(212) 941-9401
6376,Lispenard St & Broadway,40.71939226,-74.00247214,Seafood,Ed's Lobster Bar,4.0,1103,155 Grand St,(212) 343-3236
6377,Lispenard St & Broadway,40.71939226,-74.00247214,Thai,Wayla,4.5,645,100 Forsyth St,(212) 206-2500
6378,Lispenard St & Broadway,40.71939226,-74.00247214,Italian,A Pasta Bar,4.0,518,330 W Broadway,(646) 762-4056
6379,Lispenard St & Broadway,40.71939226,-74.00247214,Mediterranean,Shuka,4.5,953,38 MacDougal St,(212) 475-7500
6380,W 11 St & 6 Ave,40.73532427,-73.99800419,Pizza,Olio e Più,4.5,4762,3 Greenwich Ave,(212) 243-6546
6381,W 11 St & 6 Ave,40.73532427,-73.99800419,Italian,Da Andrea,4.5,2037,35 W 13th St,(212) 367-1979
6382,W 11 St & 6 Ave,40.73532427,-73.99800419,Mexican,La Contenta Oeste,4.5,323,78 W 11th St,(212) 533-2233
6383,W 11 St & 6 Ave,40.73532427,-73.99800419,Tapas Bars,Alta,4.0,2017,64 W 10th St,(212) 505-7777
6384,W 11 St & 6 Ave,40.73532427,-73.99800419,French,Amélie,4.5,2915,22 W 8th St,(212) 533-2962
6385,W 11 St & 6 Ave,40.73532427,-73.99800419,Georgian,Chama Mama - New York,4.5,684,149 W 14th St,(646) 438-9007
6386,W 11 St & 6 Ave,40.73532427,-73.99800419,Italian,Don Angie,4.5,761,103 Greenwich Ave,(212) 889-8884
6387,W 11 St & 6 Ave,40.73532427,-73.99800419,French,Boucherie West Village,4.5,2266,99 7th Ave S,(212) 837-1616
6388,W 11 St & 6 Ave,40.73532427,-73.99800419,Steakhouses,4 Charles Prime Rib,4.5,429,4 Charles St,(212) 837-1616
6389,W 11 St & 6 Ave,40.73532427,-73.99800419,Italian,Rosemary's,3.5,1265,18 Greenwich Ave,(212) 647-1818
6390,W 11 St & 6 Ave,40.73532427,-73.99800419,Dim Sum,Steam - Shanghai Asian Fusion,4.5,104,470 6th Ave,(917) 262-0565
6391,W 11 St & 6 Ave,40.73532427,-73.99800419,Thai,Thai Villa,4.5,4776,5 E 19th St,(212) 802-9999
6392,W 11 St & 6 Ave,40.73532427,-73.99800419,Thai,Pinto Garden,4.0,471,117 W 10th St,(212) 366-5455
6393,W 11 St & 6 Ave,40.73532427,-73.99800419,Italian,Osteria 57,4.5,330,57 W 10th St,(212) 777-0057
6394,W 11 St & 6 Ave,40.73532427,-73.99800419,American (New),Gramercy Tavern,4.5,3381,42 E 20th St,(212) 477-0777
6395,W 11 St & 6 Ave,40.73532427,-73.99800419,Italian,Alice Restaurant,4.0,139,126 W 13th St,(212) 691-4886
6396,W 11 St & 6 Ave,40.73532427,-73.99800419,Desserts,Loring Place,4.5,555,21 W 8th St,(212) 388-1831
6397,W 11 St & 6 Ave,40.73532427,-73.99800419,Szechuan,Hao Noodle - West Village,4.0,861,401 6th Ave,(212) 633-8900
6398,W 11 St & 6 Ave,40.73532427,-73.99800419,Ramen,E.A.K Ramen By Machida Shoten West Village,4.0,381,469 6th Ave,(646) 863-2027
6399,W 11 St & 6 Ave,40.73532427,-73.99800419,Italian,Oak Tuscan Truffle Lounge,4.5,165,28 Greenwich Ave,(646) 864-0205
6400,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,Thai,Sala Thai Restaurant,4.5,827,307 Amsterdam Ave,(212) 433-3999
6401,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,American (New),Tessa,4.0,471,349 Amsterdam Ave,(212) 390-1974
6402,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,Mexican,Covacha,4.0,186,368 Columbus Ave,(212) 712-2929
6403,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,French,Essential By Christophe,5.0,40,103 W 77th St,(646) 478-7928
6404,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,Tapas/Small Plates,Ella Social,4.0,681,249 Columbus Ave,(212) 579-9929
6405,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,Bakeries,"Levain Bakery - Original Location, 74th St, NYC",4.5,9638,167 W 74th St,(917) 464-3769
6406,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,Comfort Food,Jacob's Pickles,4.0,5409,509 Amsterdam Ave,(212) 470-5566
6407,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,Japanese,Raku - It's Japanese II,4.0,413,57 W 76th St,(212) 873-1220
6408,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,Mediterranean,Lokal 83 Mediterranean Kitchen,4.5,468,473 Columbus Ave,(212) 595-5554
